NDC Description,NDC,NADAC Per Unit,Effective Date,Pricing Unit,Pharmacy Type Indicator,OTC,Explanation Code,Classification for Rate Setting,Corresponding Generic Drug NADAC Per Unit,Corresponding Generic Drug Effective Date,As of Date
COLCRYS 0.6 MG TABLET,64764011907,6.90257,12/18/2024,EA,C/I,N,1,B,0.19012,12/18/2024,01/01/2025
COLESTID 1 GM TABLET,9045003,2.14636,01/01/2024,EA,C/I,N,4,B,0.64507,12/18/2024,01/01/2025
COMBIGAN 0.2%-0.5% EYE DROPS,23921105,39.17667,12/18/2024,ML,C/I,N,"1, 5",B,5.74099,12/18/2024,01/01/2025
COMBIGAN 0.2%-0.5% EYE DROPS,23921110,39.18259,12/18/2024,ML,C/I,N,"1, 5",B,9.40842,12/18/2024,01/01/2025
COMBIGAN 0.2%-0.5% EYE DROPS,23921115,39.21843,12/18/2024,ML,C/I,N,"1, 5",B,7.63564,12/18/2024,01/01/2025
CONCERTA ER 18 MG TABLET,50458058501,12.35881,12/18/2024,EA,C/I,N,1,B,0.6138,12/18/2024,01/01/2025
CONCERTA ER 27 MG TABLET,50458058801,12.66681,12/18/2024,EA,C/I,N,1,B,0.68767,12/18/2024,01/01/2025
CONCERTA ER 36 MG TABLET,50458058601,13.06966,12/18/2024,EA,C/I,N,1,B,0.65689,12/18/2024,01/01/2025
CONCERTA ER 54 MG TABLET,50458058701,14.21411,12/18/2024,EA,C/I,N,1,B,0.73064,12/18/2024,01/01/2025
CONDYLOX 0.5% GEL,23611803,172.41048,12/18/2024,GM,C/I,N,"1, 5",B,119.69988,12/18/2024,01/01/2025
COPAXONE 20 MG/ML SYRINGE,68546031730,229.75017,12/18/2024,ML,C/I,N,"1, 5",B,49.52042,12/18/2024,01/01/2025
COPAXONE 40 MG/ML SYRINGE,68546032512,471.03346,12/18/2024,ML,C/I,N,"1, 5",B,104.52233,12/18/2024,01/01/2025
CORLANOR 5 MG TABLET,55513080060,9.52778,12/18/2024,EA,C/I,N,1,B,4.11587,12/18/2024,01/01/2025
CORLANOR 7.5 MG TABLET,55513081060,9.53299,12/18/2024,EA,C/I,N,1,B,4.74935,12/18/2024,01/01/2025
CORTEF 10 MG TABLET,9003101,1.61763,12/18/2024,EA,C/I,N,1,B,0.22003,12/18/2024,01/01/2025
CORTEF 5 MG TABLET,9001201,0.9609,12/18/2024,EA,C/I,N,1,B,0.17304,12/18/2024,01/01/2025
COSOPT EYE DROPS,82584060510,23.297,12/18/2024,ML,C/I,N,"1, 5",B,1.03405,12/18/2024,01/01/2025
COSOPT PF EYE DROPS,82584060430,3.30327,12/18/2024,EA,C/I,N,"1, 5",B,1.1628,12/18/2024,01/01/2025
COZAAR 100 MG TABLET,78206012301,5.86553,01/01/2025,EA,C/I,N,3,B,0.04831,12/18/2024,01/01/2025
COZAAR 100 MG TABLET,78206012302,5.86553,01/01/2025,EA,C/I,N,3,B,0.04831,12/18/2024,01/01/2025
COZAAR 25 MG TABLET,78206012101,3.20556,01/01/2025,EA,C/I,N,3,B,0.02707,12/18/2024,01/01/2025
COZAAR 50 MG TABLET,78206012201,4.29918,01/01/2025,EA,C/I,N,3,B,0.0361,12/18/2024,01/01/2025
COZAAR 50 MG TABLET,78206012202,4.29918,01/01/2025,EA,C/I,N,3,B,0.0361,12/18/2024,01/01/2025
CRESTOR 10 MG TABLET,310757090,8.85805,12/18/2024,EA,C/I,N,1,B,0.03956,12/18/2024,01/01/2025
CRESTOR 20 MG TABLET,310758090,8.83947,12/18/2024,EA,C/I,N,1,B,0.05663,12/18/2024,01/01/2025
CRESTOR 40 MG TABLET,310759030,8.84774,12/18/2024,EA,C/I,N,1,B,0.09086,12/18/2024,01/01/2025
CRESTOR 5 MG TABLET,310756090,8.86318,12/18/2024,EA,C/I,N,1,B,0.03621,12/18/2024,01/01/2025
CUVPOSA 1 MG/5 ML SOLUTION,259050116,1.00928,12/18/2024,ML,C/I,N,"1, 5",B,0.40673,12/18/2024,01/01/2025
CYMBALTA 20 MG CAPSULE,2323560,8.00772,12/18/2024,EA,C/I,N,1,B,0.09612,12/18/2024,01/01/2025
CYMBALTA 30 MG CAPSULE,2324030,8.96882,12/18/2024,EA,C/I,N,1,B,0.07084,12/18/2024,01/01/2025
CYMBALTA 30 MG CAPSULE,2324090,8.96882,12/18/2024,EA,C/I,N,1,B,0.07084,12/18/2024,01/01/2025
CYMBALTA 60 MG CAPSULE,2327030,8.96527,12/18/2024,EA,C/I,N,1,B,0.0916,12/18/2024,01/01/2025
CYTOMEL 25 MCG TABLET,60793011601,0.51001,12/18/2024,EA,C/I,N,1,B,0.2714,12/18/2024,01/01/2025
CYTOMEL 5 MCG TABLET,60793011501,0.36922,12/18/2024,EA,C/I,N,1,B,0.21641,12/18/2024,01/01/2025
DALIRESP 250 MCG TABLET,310008828,14.10775,12/18/2024,EA,C/I,N,1,B,2.33602,12/18/2024,01/01/2025
DALIRESP 250 MCG TABLET,310008839,14.10775,12/18/2024,EA,C/I,N,1,B,2.33602,12/18/2024,01/01/2025
DALIRESP 500 MCG TABLET,310009530,14.17327,12/18/2024,EA,C/I,N,1,B,0.32275,12/18/2024,01/01/2025
DALIRESP 500 MCG TABLET,310009590,14.17327,12/18/2024,EA,C/I,N,1,B,0.32275,12/18/2024,01/01/2025
DAYTRANA 10 MG/9 HR PATCH,68968555201,5.75622,12/18/2024,EA,C/I,N,1,B,9.22161,12/18/2024,01/01/2025
DAYTRANA 10 MG/9 HR PATCH,68968555203,5.75622,12/18/2024,EA,C/I,N,1,B,9.22161,12/18/2024,01/01/2025
DAYTRANA 15 MG/9 HR PATCH,68968555301,5.75617,12/18/2024,EA,C/I,N,1,B,8.13426,12/18/2024,01/01/2025
DAYTRANA 15 MG/9 HR PATCH,68968555303,5.75617,12/18/2024,EA,C/I,N,1,B,8.13426,12/18/2024,01/01/2025
DAYTRANA 20 MG/9 HOUR PATCH,68968555401,5.75606,12/18/2024,EA,C/I,N,1,B,8.75399,12/18/2024,01/01/2025
DAYTRANA 20 MG/9 HOUR PATCH,68968555403,5.75606,12/18/2024,EA,C/I,N,1,B,8.75399,12/18/2024,01/01/2025
DAYTRANA 30 MG/9 HOUR PATCH,68968555503,5.76542,12/18/2024,EA,C/I,N,1,B,9.5583,12/18/2024,01/01/2025
DDAVP 0.1 MG TABLET,55566260000,7.4783,12/18/2024,EA,C/I,N,1,B,0.32184,12/18/2024,01/01/2025
DELESTROGEN 100 MG/5 ML VIAL,42023011101,35.94975,12/18/2024,ML,C/I,N,"1, 5",B,15.44163,12/18/2024,01/01/2025
DELESTROGEN 200 MG/5 ML VIAL,42023011201,59.6928,11/20/2024,ML,C/I,N,"4, 5",B,27.75415,12/18/2024,01/01/2025
DELESTROGEN 50 MG/5 ML VIAL,42023011001,25.40636,12/18/2024,ML,C/I,N,"1, 5",B,16.84211,12/18/2024,01/01/2025
DELZICOL DR 400 MG CAPSULE,23585318,3.7317,12/18/2024,EA,C/I,N,1,B,2.23145,12/18/2024,01/01/2025
DENAVIR 1% CREAM,378972055,155.60624,12/18/2024,GM,C/I,N,"1, 5",B,103.37542,12/18/2024,01/01/2025
DEPAKOTE DR 125 MG SPRINKLE CP,74611413,1.79197,12/18/2024,EA,C/I,N,1,B,0.20154,12/18/2024,01/01/2025
DEPAKOTE DR 125 MG TABLET,74732513,1.88244,12/18/2024,EA,C/I,N,1,B,0.05891,12/18/2024,01/01/2025
DEPAKOTE DR 250 MG TABLET,74621413,3.68199,12/18/2024,EA,C/I,N,1,B,0.09895,12/18/2024,01/01/2025
DEPAKOTE DR 250 MG TABLET,74621453,3.68199,12/18/2024,EA,C/I,N,1,B,0.09895,12/18/2024,01/01/2025
DEPAKOTE DR 250 MG TABLET,74732613,3.68199,12/18/2024,EA,C/I,N,1,B,0.09895,12/18/2024,01/01/2025
DEPAKOTE DR 500 MG TABLET,74621553,6.77803,12/18/2024,EA,C/I,N,1,B,0.16434,12/18/2024,01/01/2025
DEPAKOTE DR 500 MG TABLET,74732713,6.77803,12/18/2024,EA,C/I,N,1,B,0.16434,12/18/2024,01/01/2025
DEPAKOTE ER 250 MG TABLET,74382611,3.3526,12/18/2024,EA,C/I,N,1,B,0.14095,12/18/2024,01/01/2025
DEPAKOTE ER 250 MG TABLET,74740113,3.3526,12/18/2024,EA,C/I,N,1,B,0.14095,12/18/2024,01/01/2025
DEPAKOTE ER 500 MG TABLET,74740213,5.89115,12/18/2024,EA,C/I,N,1,B,0.17189,12/18/2024,01/01/2025
DEPO-MEDROL 40 MG/ML VIAL,9307301,6.68593,12/18/2024,ML,C/I,N,"1, 5",B,8.33175,12/18/2024,01/01/2025
DEPO-MEDROL 40 MG/ML VIAL,9307322,6.68593,12/18/2024,ML,C/I,N,"1, 5",B,8.33175,12/18/2024,01/01/2025
DEPO-MEDROL 400 MG/10 ML VIAL,9028003,9.0962,09/18/2024,ML,C/I,N,"4, 5",B,6.06721,12/18/2024,01/01/2025
DEPO-MEDROL 400 MG/5 ML VIAL,9030602,11.0988,12/18/2024,ML,C/I,N,"1, 5",B,14.09488,12/18/2024,01/01/2025
DEPO-MEDROL 80 MG/ML VIAL,9347501,7.78767,12/18/2024,ML,C/I,N,"1, 5",B,11.404,12/18/2024,01/01/2025
DEPO-PROVERA 150 MG/ML SYRINGE,9737611,53.03737,12/18/2024,ML,C/I,N,"1, 5",B,34.27934,12/18/2024,01/01/2025
"DEPO-TESTOSTERONE 1,000 MG/10 ML",9008510,6.2625,12/18/2024,ML,C/I,N,"1, 5, 6",B-ANDA,4.60739,12/18/2024,01/01/2025
"DEPO-TESTOSTERONE 1,000 MG/10 ML",9034702,6.2625,12/18/2024,ML,C/I,N,"1, 5, 6",B-ANDA,4.60739,12/18/2024,01/01/2025
DEPO-TESTOSTERONE 200 MG/ML,9041702,10.1332,12/18/2024,ML,C/I,N,"1, 5, 6",B-ANDA,3.43986,12/18/2024,01/01/2025
DEPO-TESTOSTERONE 200 MG/ML,9041701,10.783,11/20/2024,ML,C/I,N,"2, 5, 6",B-ANDA,12.37528,12/18/2024,01/01/2025
DEPO-TESTOSTERONE 200 MG/ML VL,9008610,10.1332,12/18/2024,ML,C/I,N,"1, 5, 6",B-ANDA,3.43986,12/18/2024,01/01/2025
DEPO-TESTOSTERONE 200 MG/ML VL,9008601,10.783,11/20/2024,ML,C/I,N,"2, 5, 6",B-ANDA,12.37528,12/18/2024,01/01/2025
DERMA-SMOOTHE-FS BODY OIL,68791010104,0.29605,12/18/2024,ML,C/I,N,"1, 5",B,0.15949,12/18/2024,01/01/2025
DERMA-SMOOTHE-FS SCALP OIL,68791010204,0.28136,12/18/2024,ML,C/I,N,"1, 5",B,0.16037,12/18/2024,01/01/2025
DERMOTIC OIL 0.01% EAR DROPS,68791010320,1.34254,12/18/2024,ML,C/I,N,"1, 5",B,0.93036,12/18/2024,01/01/2025
DETROL LA 4 MG CAPSULE,9519102,13.24763,12/18/2024,EA,C/I,N,1,B,0.33277,12/18/2024,01/01/2025
DETROL LA 4 MG CAPSULE,58151010477,13.24763,12/18/2024,EA,C/I,N,1,B,0.33277,12/18/2024,01/01/2025
DETROL LA 4 MG CAPSULE,58151010493,13.24763,12/18/2024,EA,C/I,N,1,B,0.33277,12/18/2024,01/01/2025
DEXEDRINE SPANSULE 10 MG,64896067410,22.401,11/20/2024,EA,C/I,N,4,B,0.92432,12/18/2024,01/01/2025
DEXILANT DR 30 MG CAPSULE,64764017130,9.84556,12/18/2024,EA,C/I,N,1,B,5.01848,12/18/2024,01/01/2025
DEXILANT DR 60 MG CAPSULE,64764017530,9.86139,12/18/2024,EA,C/I,N,1,B,4.89725,12/18/2024,01/01/2025
DEXILANT DR 60 MG CAPSULE,64764017590,9.86139,12/18/2024,EA,C/I,N,1,B,4.89725,12/18/2024,01/01/2025
DICLEGIS DR 10-10 MG TABLET,55494010010,2.48962,01/01/2025,EA,C/I,N,3,B,1.07392,12/18/2024,01/01/2025
DIFLUCAN 100 MG TABLET,49342030,1.09274,06/19/2024,EA,C/I,N,4,B,0.22998,12/18/2024,01/01/2025
DIFLUCAN 100 MG TABLET,49342041,1.09274,06/19/2024,EA,C/I,N,4,B,0.22998,12/18/2024,01/01/2025
DILANTIN 100 MG CAPSULE,71036924,1.61233,12/18/2024,EA,C/I,N,"1, 6",B-ANDA,0.19487,12/18/2024,01/01/2025
DILANTIN 100 MG CAPSULE,71036932,1.61233,12/18/2024,EA,C/I,N,"1, 6",B-ANDA,0.19487,12/18/2024,01/01/2025
DILANTIN 100 MG CAPSULE,71036940,1.61233,12/18/2024,EA,C/I,N,"1, 6",B-ANDA,0.19487,12/18/2024,01/01/2025
DILANTIN 50 MG INFATAB,71000724,1.51296,12/18/2024,EA,C/I,N,"1, 6",B-ANDA,0.23941,12/18/2024,01/01/2025
DILANTIN 50 MG INFATAB,71000740,1.51296,12/18/2024,EA,C/I,N,"1, 6",B-ANDA,0.23941,12/18/2024,01/01/2025
DILAUDID 4 MG TABLET,42858023401,3.95594,06/03/2024,EA,C/I,N,4,B,0.16926,12/18/2024,01/01/2025
DILAUDID 4 MG TABLET,42858023450,3.95594,06/03/2024,EA,C/I,N,4,B,0.16926,12/18/2024,01/01/2025
DILAUDID 8 MG TABLET,42858033801,7.23812,06/03/2024,EA,C/I,N,4,B,0.48171,12/18/2024,01/01/2025
DIOVAN 160 MG TABLET,78035934,9.5319,12/18/2024,EA,C/I,N,1,B,0.15036,12/18/2024,01/01/2025
DIOVAN 320 MG TABLET,78036034,12.09462,12/18/2024,EA,C/I,N,1,B,0.19675,12/18/2024,01/01/2025
DIOVAN 40 MG TABLET,78042315,7.43332,12/18/2024,EA,C/I,N,1,B,0.12315,12/18/2024,01/01/2025
DIOVAN 80 MG TABLET,78035834,8.88065,12/18/2024,EA,C/I,N,1,B,0.12225,12/18/2024,01/01/2025
DIOVAN HCT 160-12.5 MG TAB,78031534,10.88107,12/18/2024,EA,C/I,N,1,B,0.15482,12/18/2024,01/01/2025
DIOVAN HCT 160-25 MG TABLET,78038334,12.35808,12/18/2024,EA,C/I,N,1,B,0.14788,12/18/2024,01/01/2025
DIOVAN HCT 320-25 MG TABLET,78047234,15.62537,12/18/2024,EA,C/I,N,1,B,0.21533,12/18/2024,01/01/2025
DIOVAN HCT 80-12.5 MG TABLET,78031434,10.00691,12/18/2024,EA,C/I,N,1,B,0.13146,12/18/2024,01/01/2025
DIVIGEL 0.25 MG GEL PACKET,68025006530,5.38399,12/18/2024,EA,C/I,N,"1, 5",B,1.74272,12/18/2024,01/01/2025
DIVIGEL 0.5 MG GEL PACKET,68025006630,5.38027,12/18/2024,EA,C/I,N,"1, 5",B,1.58697,12/18/2024,01/01/2025
DIVIGEL 0.75 MG GEL PACKET,68025008330,5.38345,12/18/2024,EA,C/I,N,"1, 5",B,1.89198,12/18/2024,01/01/2025
DIVIGEL 1 MG GEL PACKET,68025006730,5.38201,12/18/2024,GM,C/I,N,"1, 5",B,1.86948,12/18/2024,01/01/2025
DIVIGEL 1.25 MG GEL PACKET,68025008630,4.3079,12/18/2024,GM,C/I,N,"1, 5",B,1.42682,12/18/2024,01/01/2025
DUEXIS 800-26.6 MG TABLET,75987001003,26.247,10/23/2024,EA,C/I,N,4,B,1.1191,12/18/2024,01/01/2025
DUREZOL 0.05% EYE DROPS,78086225,42.54616,12/18/2024,ML,C/I,N,"1, 5",B,11.29596,12/18/2024,01/01/2025
DYMISTA NASAL SPRAY,37024523,8.7226,12/18/2024,GM,C/I,N,"1, 5",B,3.16645,12/18/2024,01/01/2025
DYNA-HEX 4% LIQUID,116106116,0.02049,12/18/2024,ML,C/I,Y,"1, 5",B,0.02424,12/18/2024,01/01/2025
DYNA-HEX 4% LIQUID,116106104,0.02163,12/18/2024,ML,C/I,Y,"1, 5",B,0.05245,12/18/2024,01/01/2025
DYNA-HEX 4% LIQUID,116106140,0.02163,12/18/2024,ML,C/I,Y,"1, 5",B,0.05245,12/18/2024,01/01/2025
DYNA-HEX 4% LIQUID,116106108,0.0241,12/18/2024,ML,C/I,Y,"1, 5",B,0.02218,12/18/2024,01/01/2025
E.E.S. 200 MG/5 ML SUSPENSION,24338013402,3.60462,04/17/2024,ML,C/I,N,"4, 5, 6",B,1.18524,12/18/2024,01/01/2025
EFFEXOR XR 150 MG CAPSULE,8083621,20.0091,12/18/2024,EA,C/I,N,1,B,0.11715,12/18/2024,01/01/2025
EFFEXOR XR 150 MG CAPSULE,8083622,20.0091,12/18/2024,EA,C/I,N,1,B,0.11715,12/18/2024,01/01/2025
EFFEXOR XR 150 MG CAPSULE,58151012777,20.0091,12/18/2024,EA,C/I,N,1,B,0.11715,12/18/2024,01/01/2025
EFFEXOR XR 37.5 MG CAPSULE,8083721,16.38667,12/18/2024,EA,C/I,N,1,B,0.08146,12/18/2024,01/01/2025
EFFEXOR XR 37.5 MG CAPSULE,8083722,16.38667,12/18/2024,EA,C/I,N,1,B,0.08146,12/18/2024,01/01/2025
EFFEXOR XR 37.5 MG CAPSULE,58151012577,16.38667,12/18/2024,EA,C/I,N,1,B,0.08146,12/18/2024,01/01/2025
EFFEXOR XR 37.5 MG CAPSULE,58151012593,16.38667,12/18/2024,EA,C/I,N,1,B,0.08146,12/18/2024,01/01/2025
EFFEXOR XR 75 MG CAPSULE,8083321,18.39965,10/23/2024,EA,C/I,N,4,B,0.08337,12/18/2024,01/01/2025
EFFEXOR XR 75 MG CAPSULE,8083322,18.39965,10/23/2024,EA,C/I,N,4,B,0.08337,12/18/2024,01/01/2025
EFFEXOR XR 75 MG CAPSULE,58151012677,18.39965,01/01/2025,EA,C/I,N,4,B,0.08337,01/01/2025,01/01/2025
EFFEXOR XR 75 MG CAPSULE,58151012693,18.39965,01/01/2025,EA,C/I,N,4,B,0.08337,01/01/2025,01/01/2025
EFFIENT 10 MG TABLET,713088230,19.44571,09/20/2024,EA,C/I,N,4,B,0.26802,12/18/2024,01/01/2025
EFUDEX 5% CREAM,187320447,1.44364,12/18/2024,GM,C/I,N,"1, 5",B,0.66016,12/18/2024,01/01/2025
ELIDEL 1% CREAM,187510102,9.4871,12/18/2024,GM,C/I,N,"1, 5",B,2.53509,12/18/2024,01/01/2025
ELIDEL 1% CREAM,187510203,9.54463,10/23/2024,GM,C/I,N,"4, 5",B,2.88345,12/18/2024,01/01/2025
ELIDEL 1% CREAM,187510001,9.55988,12/18/2024,GM,C/I,N,"1, 5",B,3.08288,12/18/2024,01/01/2025
EMEND 80 MG CAPSULE,6046102,208.983,12/18/2024,EA,C/I,N,1,B,101.73171,12/18/2024,01/01/2025
EMTRIVA 200 MG CAPSULE,61958060101,17.4012,12/18/2024,EA,C/I,N,1,B,13.59362,12/18/2024,01/01/2025
ENEMEEZ MINI ENEMA,17433987603,0.37005,12/18/2024,ML,C/I,Y,"1, 5, 6",B,0.46559,12/18/2024,01/01/2025
EPANED 1 MG/ML ORAL SOLUTION,52652400101,3.96574,12/18/2024,ML,C/I,N,"1, 5",B,1.33006,12/18/2024,01/01/2025
EPCLUSA 400 MG-100 MG TABLET,61958220101,862.51347,12/18/2024,EA,C/I,N,1,B,277.09709,12/18/2024,01/01/2025
EPIPEN 0.3 MG AUTO-INJECTOR,49502050001,289.96,11/20/2024,EA,C/I,N,4,B,142.27865,12/18/2024,01/01/2025
EPIPEN 2-PAK 0.3 MG AUTO-INJCT,49502050002,289.96,11/20/2024,EA,C/I,N,4,B,142.27865,12/18/2024,01/01/2025
EPIPEN JR 0.15 MG AUTO-INJECTR,49502050101,292.86654,12/18/2024,EA,C/I,N,1,B,142.12425,12/18/2024,01/01/2025
EPIPEN JR 2-PAK 0.15 MG INJCTR,49502050102,292.86654,12/18/2024,EA,C/I,N,1,B,142.12425,12/18/2024,01/01/2025
ERYPED 200 MG/5 ML SUSPENSION,24338013213,3.60462,04/17/2024,ML,C/I,N,"4, 5, 6",B,1.18524,12/18/2024,01/01/2025
ERYPED 400 MG/5 ML SUSPENSION,24338013013,6.30724,12/18/2024,ML,C/I,N,"1, 5, 6",B,1.93809,12/18/2024,01/01/2025
ESTRACE 0.01% CREAM,430375414,7.76416,12/18/2024,GM,C/I,N,"1, 5, 6",B-ANDA,0.42505,12/18/2024,01/01/2025
ESTRACE 1 MG TABLET,430072124,5.20092,12/18/2024,EA,C/I,N,"1, 6",B-ANDA,0.06241,12/18/2024,01/01/2025
ESTRACE 2 MG TABLET,430072224,6.74026,07/17/2024,EA,C/I,N,"4, 6",B-ANDA,0.08234,12/18/2024,01/01/2025
EUTHYROX 100 MCG TABLET,72305010030,0.15663,12/18/2024,EA,C/I,N,1,B,0.05509,12/18/2024,01/01/2025
EUTHYROX 100 MCG TABLET,72305010090,0.15663,12/18/2024,EA,C/I,N,1,B,0.05509,12/18/2024,01/01/2025
EUTHYROX 112 MCG TABLET,72305011230,0.17714,12/18/2024,EA,C/I,N,1,B,0.06916,12/18/2024,01/01/2025
EUTHYROX 112 MCG TABLET,72305011290,0.17714,12/18/2024,EA,C/I,N,1,B,0.06916,12/18/2024,01/01/2025
EUTHYROX 125 MCG TABLET,72305012530,0.1763,12/18/2024,EA,C/I,N,1,B,0.07177,12/18/2024,01/01/2025
EUTHYROX 125 MCG TABLET,72305012590,0.1763,12/18/2024,EA,C/I,N,1,B,0.07177,12/18/2024,01/01/2025
EUTHYROX 137 MCG TABLET,72305013730,0.17551,11/20/2024,EA,C/I,N,2,B,0.07359,12/18/2024,01/01/2025
EUTHYROX 137 MCG TABLET,72305013790,0.17551,11/20/2024,EA,C/I,N,2,B,0.07359,12/18/2024,01/01/2025
EUTHYROX 150 MCG TABLET,72305015030,0.1836,12/18/2024,EA,C/I,N,1,B,0.07092,12/18/2024,01/01/2025
EUTHYROX 150 MCG TABLET,72305015090,0.1836,12/18/2024,EA,C/I,N,1,B,0.07092,12/18/2024,01/01/2025
EUTHYROX 175 MCG TABLET,72305017530,0.22455,12/18/2024,EA,C/I,N,1,B,0.09137,12/18/2024,01/01/2025
EUTHYROX 175 MCG TABLET,72305017590,0.22455,12/18/2024,EA,C/I,N,1,B,0.09137,12/18/2024,01/01/2025
EUTHYROX 200 MCG TABLET,72305020030,0.23122,12/18/2024,EA,C/I,N,1,B,0.09085,12/18/2024,01/01/2025
EUTHYROX 200 MCG TABLET,72305020090,0.23122,12/18/2024,EA,C/I,N,1,B,0.09085,12/18/2024,01/01/2025
EUTHYROX 25 MCG TABLET,72305002530,0.13041,12/18/2024,EA,C/I,N,1,B,0.04342,12/18/2024,01/01/2025
EUTHYROX 25 MCG TABLET,72305002590,0.13041,12/18/2024,EA,C/I,N,1,B,0.04342,12/18/2024,01/01/2025
EUTHYROX 50 MCG TABLET,72305005030,0.14262,12/18/2024,EA,C/I,N,1,B,0.0517,12/18/2024,01/01/2025
EUTHYROX 50 MCG TABLET,72305005090,0.14262,12/18/2024,EA,C/I,N,1,B,0.0517,12/18/2024,01/01/2025
EUTHYROX 75 MCG TABLET,72305007530,0.15149,12/18/2024,EA,C/I,N,1,B,0.05334,12/18/2024,01/01/2025
EUTHYROX 75 MCG TABLET,72305007590,0.15149,12/18/2024,EA,C/I,N,1,B,0.05334,12/18/2024,01/01/2025
EUTHYROX 88 MCG TABLET,72305008830,0.159,12/18/2024,EA,C/I,N,1,B,0.05732,12/18/2024,01/01/2025
EUTHYROX 88 MCG TABLET,72305008890,0.159,12/18/2024,EA,C/I,N,1,B,0.05732,12/18/2024,01/01/2025
EVEKEO 10 MG TABLET,24338002603,7.65954,12/18/2024,EA,C/I,N,"1, 6",B-ANDA,0.41474,12/18/2024,01/01/2025
EVEKEO 10 MG TABLET,24338002610,7.65954,12/18/2024,EA,C/I,N,"1, 6",B-ANDA,0.41474,12/18/2024,01/01/2025
EVISTA 60 MG TABLET,2418430,6.32282,12/18/2024,EA,C/I,N,1,B,0.23762,12/18/2024,01/01/2025
EXELON 13.3 MG/24HR PATCH,78050315,21.96843,12/18/2024,EA,C/I,N,1,B,1.78125,12/18/2024,01/01/2025
EXELON 13.3 MG/24HR PATCH,78050361,21.96843,12/18/2024,EA,C/I,N,1,B,1.78125,12/18/2024,01/01/2025
EXELON 4.6 MG/24HR PATCH,78050115,21.9678,12/18/2024,EA,C/I,N,1,B,1.6685,12/18/2024,01/01/2025
EXELON 4.6 MG/24HR PATCH,78050161,21.9678,12/18/2024,EA,C/I,N,1,B,1.6685,12/18/2024,01/01/2025
EXELON 9.5 MG/24HR PATCH,78050215,21.94317,12/18/2024,EA,C/I,N,1,B,1.58299,12/18/2024,01/01/2025
EXELON 9.5 MG/24HR PATCH,78050261,21.94317,12/18/2024,EA,C/I,N,1,B,1.58299,12/18/2024,01/01/2025
EXFORGE 10-160 MG TABLET,78048915,11.48671,12/18/2024,EA,C/I,N,1,B,0.47623,12/18/2024,01/01/2025
EXFORGE 10-320 MG TABLET,78049115,14.58129,12/18/2024,EA,C/I,N,1,B,0.59244,12/18/2024,01/01/2025
EXFORGE HCT 10-320-25 MG TAB,78056315,14.632,12/18/2024,EA,C/I,N,1,B,9.44312,12/18/2024,01/01/2025
FARXIGA 10 MG TABLET,310621030,18.62872,12/18/2024,EA,C/I,N,1,B,11.38302,12/18/2024,01/01/2025
FARXIGA 10 MG TABLET,310621039,18.62872,12/18/2024,EA,C/I,N,1,B,11.38302,12/18/2024,01/01/2025
FARXIGA 10 MG TABLET,310621090,18.62872,12/18/2024,EA,C/I,N,1,B,11.38302,12/18/2024,01/01/2025
FARXIGA 5 MG TABLET,310620530,18.61985,12/18/2024,EA,C/I,N,1,B,11.35558,12/18/2024,01/01/2025
FARXIGA 5 MG TABLET,310620590,18.61985,12/18/2024,EA,C/I,N,1,B,11.35558,12/18/2024,01/01/2025
FELBATOL 400 MG TABLET,37043001,14.02719,12/18/2024,EA,C/I,N,1,B,0.82488,12/18/2024,01/01/2025
FELBATOL 600 MG TABLET,37043101,16.08372,12/18/2024,EA,C/I,N,1,B,1.22642,12/18/2024,01/01/2025
FEMARA 2.5 MG TABLET,78024915,25.64129,12/18/2024,EA,C/I,N,1,B,0.13398,12/18/2024,01/01/2025
FEVERALL 120 MG SUPPOSITORY,51672211500,0.93117,10/01/2024,EA,C/I,Y,2,B,0.28537,12/18/2024,01/01/2025
FEVERALL 120 MG SUPPOSITORY,51672211502,0.93117,10/01/2024,EA,C/I,Y,2,B,0.28537,12/18/2024,01/01/2025
FIORICET 50-300-40 MG CAPSULE,52544008001,7.3729,12/18/2024,EA,C/I,N,"1, 6",B-ANDA,0.52928,12/18/2024,01/01/2025
FIRVANQ 50 MG/ML SOLUTION,65628001605,1.04153,12/18/2024,ML,C/I,N,"1, 5",B,0.6299,12/18/2024,01/01/2025
FIRVANQ 50 MG/ML SOLUTION,65628020605,1.04153,12/18/2024,ML,C/I,N,"1, 5",B,0.6299,12/18/2024,01/01/2025
FLEET ENEMA,132020142,0.0073,12/18/2024,ML,C/I,Y,"1, 5",B,0.00658,12/18/2024,01/01/2025
FLEET ENEMA,132020140,0.00822,12/18/2024,ML,C/I,Y,"1, 5",B,0.00916,12/18/2024,01/01/2025
FLEET GLYCERIN 2 GM ADULT SUPP,132007900,0.06013,09/18/2024,EA,C/I,Y,"4, 5",B,0.06901,12/18/2024,01/01/2025
FLEET GLYCERIN 2 GM ADULT SUPP,132007950,0.06013,09/18/2024,EA,C/I,Y,"4, 5",B,0.06901,12/18/2024,01/01/2025
FLEET GLYCERIN 2 GM ADULT SUPP,132007924,0.08031,09/18/2024,EA,C/I,Y,"4, 5",B,0.10434,12/18/2024,01/01/2025
FLEET GLYCERIN 2 GM ADULT SUPP,132007912,0.10012,09/18/2024,EA,C/I,Y,"4, 5",B,0.22594,12/18/2024,01/01/2025
